ticker,name,sic_code,description,total_employees
SII,Sprott Inc.,,"Sprott Inc is an alternative asset manager operating in Canada. The company has four reportable segments: Exchange Listed Products, which includes management services to the company's closed-end physical trusts and exchange-traded funds, both of which are actively traded on public securities exchanges; Managed equities segment provides asset management and sub-advisory services to the Company's branded funds, fixed-term LPs and managed accounts; Private strategies which provide lending and streaming activities through limited partnership vehicles; Corporate segment which provides capital, balance sheet management and enterprise shared services to the Company's subsidiaries.",129
SIJ,ProShares UltraShort Industrials,,,0
SIL,Global X Silver Miners ETF (NEW),,,0
SILA,"Sila Realty Trust, Inc.",6798,"Sila Realty Trust Inc is a real estate investment trust. Its investment objective is to pay regular cash distributions to stockholders and to preserve, protect, and return capital contributions to stockholders. The company owns and manages healthcare assets. The company generates revenue from real estate investments in healthcare properties.",48
SILC,Silicom Ltd,,"Silicom Ltd designs and manufactures networking and data infrastructure solutions for various servers, server-based systems, and communications devices. Its product categories consist of Server Adapters; Edge Networking Solutions; FPGA Based Cards; x86 Open Appliances Bypass Switches and TAPs. Geographically, it derives a majority of its revenue from North America and also has a presence in Europe and Asia-Pacific.",246
SILJ,Amplify Junior Silver Miners ETF,,,0
SILO,"Silo Pharma, Inc. Common Stock",2834,"SILO Pharma Inc is a developmental stage biopharmaceutical company developing novel therapeutics that address underserved conditions including stress-induced psychiatric disorders, chronic pain conditions, and central nervous system (CNS) diseases. It focuses on developing traditional therapies and psychedelic treatments in novel formulations and drug delivery systems. The company's lead program, SPC-15, is an intranasal treatment targeting PTSD and stress-induced anxiety disorders.",3
SILV,SilverCrest Metals Inc. Common Shares,,"SilverCrest Metals Inc involves in the exploration, development, and extraction of silver and other precious metals. The company's properties include Las Chispas, Cruz de Mayo, El Picacho and other projects.",340
SIM,"Groupo Simec, S.A.B de C.V.",,"Grupo Simec SAB de CV is a diversified manufacturer, processor, and distributor of SBQ steel and structural steel products with production and commercial operations. The group's SBQ products are used across a range of engineered end-user applications, including axles, hubs, and crankshafts for automobiles and light trucks, machine tools, and off-highway equipment. Its structural steel products are used in the non-residential construction market and other construction applications. Its segments are Mexico, Brazil, and the United States.",4386
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,6770,,0
SIMAU,SIM Acquisition Corp. I Unit,6770,SIM Acquisition Corp I is a blank check company.,0
SIMAW,SIM Acquisition Corp. I Warrant,6770,SIM Acquisition Corp I is a blank check company.,0
SIMO,Silicon Motion Technology Corporation,,"Silicon Motion Technology Corp is active in the semiconductor industry and focuses on designing, developing, and marketing of controllers for managing NAND flash used in embedded storage applications, such as eMMC embedded memory. Its only operating segment is to develop NAND flash controllers and SSDs solutions. The company derives revenue from product categories such as Mobile Storage, Mobile Communications, and others. Silicon's geographical segments are Taiwan, the United States, Korea, China, Singapore, Malaysia, and others. The company products are used in Personal Computing, Smartphone/Tablet/CE, Flash Card/USB Flash Drive, Industrial and Embedded, Automotive, and Enterprise and Data centers.",1546
SINT,"SiNtx Technologies, Inc. Common Stock",3841,"SINTX Technologies Inc is an advanced ceramics company, focused on providing solutions in a variety of biomedical, technical, and antipathogenic applications. It has grown from focusing primarily on the research, development, and commercialization of medical devices manufactured with silicon nitride to becoming an advanced ceramics company engaged in diverse fields, including biomedical, technical, and antipathogenic applications. Its biomedical products are biocompatible, bioactive, antipathogenic, and to have superb bone affinity. Spinal implants made from SINTX silicon nitride have been successfully implanted in humans in the US, Europe, Brazil, and Taiwan.",41
